project,desc,assigned to,reported by,category,priority
SJE Plus,node installation as per whats app group,jaytur,reception,Support,high
SJE Plus,node installation,yogita,reception,Support,high
SJE Plus,Pls check format need to change format As Per Mail,drashti,sarika,Report,med
Smart Jewel,gold purchase issue,yogita,reception,Support,high
Smart Jewel,metal entry edit issue,prakash,reception,Support,V.Urgent
SJE Plus,Client Master New Client Data Import,krishna,reception,Support,high
SJE Plus,New report create as per mail,drashti,drashti,Report,V.Urgent
Smart Jewel,tag print problem,drashti,reception,Report,high
Smart Jewel,ask about bill,yogita,reception,Report,high
SJE Plus,tag print problem,Heta,reception,Report,V.Urgent
Smart Jewel,18 19 closing stock valuation ,Krupa,reception,Support,high
Smart Jewel,Department open,drashti,reception,Report,high
Smart Jewel,software issue,yogita,reception,Support,V.Urgent
SJE Plus,tag price remove,shubham,reception,Support,high
Smart Jewel,software installation ,krishna,reception,Support,V.Urgent
Smart Jewel,order printing report import issue,drashti,reception,Report,high
Smart Jewel,stock issue,gaurav,reception,Support,V.Urgent
SJE Plus,discount add,shubham,reception,Support,V.Urgent
SJE Plus,entry stop issue,Jagruti,reception,Support,high
Smart Jewel,ask about bag gold issue report ,yogita,reception,Report,high
Smart Jewel,purchase IGST column add ,gaurav,reception,Support,high
SJE Plus,dummy server installation,jaytur,reception,Support,high
SJE Plus,gst not show in report,Heta,reception,Report,high
SJE Plus,bag print format sat,drashti,reception,Report,high
Smart Jewel,ask about jewelry direct purchase,shubham,reception,Support,high
SJE Plus,metal issue,Sajeda,reception,Support,high
Smart Jewel,tag setting issue,jaytur,reception,Support,high
Smart Jewel,gold stock rate column add issue,krishna,reception,Support,V.Urgent
Smart Jewel,sale book discount add ,krishna,reception,Support,high
Smart Jewel,For Report Or Demo Migration,sarika,sarika,New Req,high
Smart Jewel,job card bar code issue,Heta,reception,Report,V.Urgent
Smart Jewel,style master importer issue,Sajeda,reception,Support,high
Smart Jewel,report in change,yogita,reception,Support,high
Smart Jewel,report not open,yogita,reception,Report,high
Smart Jewel,png invoice sat,Krupa,reception,Report,high
SJE Plus,item receive order problem,reception,reception,Support,high
Smart Jewel,report problem,drashti,reception,Report,high
SJE Plus,tag certificate details issue,jaytur,reception,Support,high
Smart Jewel,print format issue,Jagruti,reception,Report,high
Smart Jewel,software installation,krishna,reception,Support,high
Smart Jewel,image not show in bag issue,sarika,reception,Support,high
SJE Plus,bag print page sat up issue,Heta,reception,Report,high
Smart Jewel,bag entry issue,krishna,reception,Support,high
Smart Jewel,New report Requirement,jaytur,reception,Report,high
Smart Jewel,software update ,yogita,reception,Support,V.Urgent
SJE Plus,software update,yogita,reception,Support,high
SJE Plus,diamond weight change issue,jaytur,reception,Support,high
Smart Jewel,server data convert in local server,jaytur,reception,Support,high
Smart Jewel,bar code scan issue,chiranjiv,reception,Support,high
SJE Plus,gold wastage issue,jaytur,reception,Support,V.Urgent
SJE Plus,make new report,Heta,reception,Report,high
Smart Jewel,tag printing issue,Jagruti,reception,Report,high
Smart Jewel,dew report settlement issue,sarika,reception,Support,high
Smart Jewel,silver issue,shubham,reception,Support,high
Smart Jewel,packing list changes,krishna,reception,Report,high
SJE Plus,self split issue,krishna,reception,Support,high
Smart Jewel,style master no not add,shubham,reception,Support,high
Smart Jewel,report issue,Krupa,reception,Report,high
Smart Jewel,In quotation merger we need jewels code also as per mail ,drashti,reception,Report,high
SJE Plus,logging issue,yogita,reception,Support,high
Smart Jewel,bag cancel issue,shubham,reception,Support,high
Smart Jewel,setting rate issue in invoice,Heta,reception,Report,V.Urgent
Smart Jewel,node installation,yogita,reception,Support,V.Urgent
Smart Jewel,diamond size issue,Heta,reception,Report,high
SJE Plus,bag split finish good issue,krishna,reception,Support,V.Urgent
SJE Plus,print sat up issue,jaytur,reception,Report,high
Smart Jewel,fg jewels code issue,krishna,reception,Support,high
Smart Jewel,ask about book copy issue,shubham,reception,Support,high
SJE Plus,fancy diamond issue,sarika,reception,Support,high
SJE Plus,"Software installation,rights edit and rathi company bag reports add",drashti,drashti,Support,V.Urgent
Smart Jewel,purchase stock issue,Sajeda,reception,Support,high
Smart Jewel,approval file changes,Sajeda,reception,Support,high
SJE Plus,report problem,yogita,reception,Report,high
Smart Jewel,estimate issue,Jagruti,reception,Report,high
Smart Jewel,in tag mrp add,shubham,reception,Support,high
Smart Jewel,quotation report issue,Jagruti,reception,Report,high
Smart Jewel,gst not show,yogita,reception,Support,high
Smart Jewel,stock register issue quotation issue,krishna,reception,Support,high
Smart Jewel,report problem(as per whats app group),drashti,reception,Report,V.Urgent
SJE Plus,want diamond details of seives in packing order list,Jagruti,reception,Report,high
Smart Jewel,tablet memory save issue,jaytur,reception,Support,high
SJE Plus,master report ,krishna,reception,Support,high
Smart Jewel,image not show in invoice,drashti,reception,Report,high
Smart Jewel,bag save issue,shubham,reception,Support,high
Smart Jewel,ask about making order % add ,jaytur,reception,Support,high
Smart Jewel,excel import issue,krishna,reception,Support,high
Smart Jewel,node installation,yogita,reception,Support,high
Smart Jewel,users hide issue,yogita,reception,Support,high
SJE Plus,As per mail report error ,drashti,drashti,Report,V.Urgent
Smart Jewel,manufacturing issue,shubham,reception,Support,V.Urgent
SJE Plus,loss recovery issue as per mail,sarika,reception,Support,high
Smart Jewel,software installletion,Janvi,reception,Support,V.Urgent
Smart Jewel,bag print image issue,shubham,reception,Support,high
SJE Plus,tcs tax add ,Heta,reception,Support,high
Smart Jewel,client due report issue,Sajeda,reception,Support,high
Smart Jewel,quotation 3rd format and slide show issue,Jagruti,reception,Report,high
Smart Jewel,jewellery report issue,Sajeda,reception,Support,high
Smart Jewel,tag copy issue,Sajeda,reception,Support,high
Smart Jewel,software slow ,vipul,reception,Support,high
Smart Jewel,tag issue and sales purchase book add ,krishna,reception,Support,V.Urgent
SJE Plus,Wants to integrate Invoice Terms & Condition in Tax Invoice,Jagruti,vipul,Report,high
Smart Jewel,soliter diamond issue ,Sajeda,reception,Support,high
Smart Jewel,memo diamond receive issue,vipul,reception,Support,high
Smart Jewel,software update ,yogita,reception,Support,high
SJE Plus,cash voucher amount issue,drashti,reception,Report,V.Urgent
Smart Jewel,tcs tax not count  in invoice,Jagruti,reception,Report,high
SJE Plus,in approval sat rate issue and update,Heta,reception,Support,high
Smart Jewel,style master name edit option  not show,shubham,reception,Support,high
Smart Jewel,wip report order save issue,shubham,reception,Support,high
Smart Jewel,ledger stock issue,chiranjiv,reception,Support,V.Urgent
Smart Jewel,invoice mail issue,vipul,reception,Report,high
Smart Jewel,memo return issue,Sajeda,reception,Support,V.Urgent
SJE Plus,report print problem,drashti,reception,Report,high
Smart Jewel,style master issue,jaytur,reception,Support,high
SJE Plus,po number issue,sarika,reception,Support,high
Smart Jewel,book generate issue,krishna,reception,Support,V.Urgent
Smart Jewel,print issue,Heta,reception,Support,high
Smart Jewel,purity issue ,shubham,reception,Support,high
SJE Plus,layout changes,Heta,reception,Report,high
SJE Plus,software update,jaytur,reception,Support,V.Urgent
SJE Plus,stock - issue,chiranjiv,reception,Support,high
Smart Jewel,Seles report export issue,drashti,reception,Report,high
SJE Plus,worker wise dia pcs not tally as per whats app group,Sajeda,reception,Support,V.Urgent
SJE Plus,tag print option add,ashit,reception,Support,high
Smart Jewel,software slow,vipul,reception,Support,V.Urgent
SJE Plus,entry issue,gaurav,reception,Support,high
Smart Jewel,server name not show,yogita,reception,Support,V.Urgent
SJE Plus,tools and item name issue,Sajeda,reception,Support,high
Smart Jewel,tag changes,krishna,reception,Support,high
Smart Jewel,loss recovery issue,krishna,reception,Support,V.Urgent
Smart Jewel,entry level issue,krishna,reception,Support,high
Smart Jewel,diamond entry issue,chiranjiv,reception,Support,V.Urgent
Smart Jewel,karigar making issue,chiranjiv,reception,Support,high
Smart Jewel,software close,yogita,reception,Support,V.Urgent
Smart Jewel,software update ,yogita,reception,Support,high
Smart Jewel,TCS FORM MA PURCHASE MA NATHI AVATU as per mail ,drashti,reception,Support,high
SJE Plus,report changes,Jagruti,reception,Report,high
Smart Jewel,diamond+ metal remove form invoice,drashti,reception,Report,high
SJE Plus,software update ,yogita,reception,Support,V.Urgent
Smart Jewel,bag split issue,chiranjiv,reception,Support,high
SJE Plus,new reports,Jagruti,reception,Report,high
SJE Plus,software installation,Jagruti,reception,Support,high
Smart Jewel,category change issue,shubham,reception,Support,high
Smart Jewel,sales return issue,jaytur,reception,Support,high
Smart Jewel,quotation screen small issue,vipul,reception,Support,high
Smart Jewel,diamond rose code issue,sarika,reception,Support,high
SJE Plus,Order/Quotation Report Create AS Discussion,drashti,chiranjiv,Report,med
SJE Plus,sale person tick issue,krishna,reception,Support,high
Smart Jewel,purchase sales return issue ,reception,reception,Support,high
SJE Plus,report issue,Heta,reception,Report,high
Smart Jewel,Please remove client tick As Per Mail,Sajeda,reception,Support,high
Smart Jewel,bag transection issue,gaurav,reception,Support,high
SJE Plus,software update,sarika,reception,Support,high
SJE Plus,diamond rate issue,jaytur,reception,Support,high
SJE Plus,as per Whats app query list,Sajeda,reception,Support,high
Smart Jewel,add loss weight in packing list,Heta,reception,Report,high
SJE Plus,style master collection issue,chiranjiv,reception,Support,high
Smart Jewel,report entry issue,Jagruti,reception,Report,high
Smart Jewel,approval print preview issue,Krupa,reception,Report,high
Smart Jewel,tag changes issue,Sajeda,reception,Support,high
SJE Plus,purchase pending delete issue,sarika,reception,New Req,high
SJE Plus,color stone purchase error,sarika,reception,Support,high
Smart Jewel,balance add issue,vipul,reception,Support,high
Smart Jewel,order details image issue and quotation issue,vipul,reception,Report,high
Smart Jewel,software close,yogita,reception,Support,high
Smart Jewel,order purchase no.manually,shubham,reception,Support,high
SJE Plus,report print problem,drashti,reception,Report,high
SJE Plus,entry edit log show  issue,prakash,reception,Support,high
Smart Jewel,software update ,yogita,reception,Support,high
Smart Jewel,ifsc code change in invoice,drashti,reception,Report,high
Smart Jewel,quotation issue,Jagruti,reception,Report,high
Smart Jewel,fg issue and jewelry inward issue ,Heta,reception,Support,high
SJE Plus,log in issue,yogita,reception,Support,V.Urgent
Smart Jewel,node installation,yogita,reception,Support,high
Smart Jewel,916 metal add in invoice ,shubham,reception,Report,high
Smart Jewel,ask about rose code ,krishna,reception,Support,V.Urgent
Smart Jewel,tax invoice color stone not show,yogita,reception,Report,high
Smart Jewel,report changes,yogita,reception,Support,high
Smart Jewel,tcs tax add invoice ,Heta,reception,Report,high
SJE Plus,ask about invoice ,drashti,reception,Report,high
Smart Jewel,bill edit issue,Jagruti,reception,Report,high
Smart Jewel,tcs tax add ,yogita,reception,Support,high
Smart Jewel,ask about loss entry issue,Sajeda,reception,Support,high
SJE Plus,receive dollar issue,ashit,reception,Support,high
Smart Jewel,importer open issue,vipul,reception,Support,V.Urgent
Smart Jewel,customer wise sale details wise print issue,drashti,reception,Report,high
Smart Jewel,software installation,yogita,reception,Support,V.Urgent
Smart Jewel,software install ,yogita,reception,Support,V.Urgent
Smart Jewel,tcs tax add,Jagruti,reception,Support,high
Smart Jewel,image issue,jaytur,reception,Support,V.Urgent
SJE Plus,bag delivery date issue,drashti,reception,Report,V.Urgent
SJE Plus,bag color add for urgent base order,drashti,reception,Report,high
Smart Jewel,wip report issue,shubham,reception,Support,high
SJE Plus,style master lonch error,vipul,reception,Support,V.Urgent
Smart Jewel,bag finalize entry issue,krishna,reception,Support,high
SJE Plus,sales return entry issue,shubham,reception,Support,high
Smart Jewel,login issue,yogita,reception,Support,V.Urgent
SJE Plus,slid show issue,shubham,reception,Report,V.Urgent
Smart Jewel,rate master option issue,krishna,reception,Support,high
SJE Plus,image upload issue,reception,reception,Report,high
Smart Jewel,report changes in order wise,Heta,reception,Report,high
Smart Jewel,software install ,yogita,reception,Support,V.Urgent
SJE Plus,data attach issue,vipul,reception,Support,high
